loss	acc	f1	prec	recl	time(s)	total time(s)
10.33961009979248	nan	0.0	0.0	0.0	0.5230128765106201	0.5296359062194824
3.57289457321167	nan	0.0	0.0	0.0	0.3554689884185791	18.265886068344116
4.688238624965443	nan	0.0	0.0	0.0	30.34668254852295	30.34971046447754
1.3050360679626465	nan	0.0	0.0	0.0	4.306955575942993	34.65585112571716
0.4738042950630188	nan	0.0	0.0	0.0	0.35518360137939453	52.42116904258728
5.249230064714657	nan	0.0	0.0	0.0	34.1509895324707	64.50457978248596
0.20278270542621613	nan	0.0	0.0	0.0	4.3070151805877686	68.81081509590149
0.2589295506477356	nan	0.0	0.0	0.0	0.3555881977081299	86.58008170127869
5.606533928741427	nan	0.0	0.0	0.0	34.15984582901001	98.66763210296631
0.16565102338790894	nan	0.0	0.0	0.0	4.325109958648682	102.99263453483582
0.3565913736820221	nan	0.0	0.0	0.0	0.3553647994995117	120.77096176147461
5.871409026489538	nan	0.0	0.0	0.0	34.193336486816406	132.86516094207764
0.2377675473690033	nan	0.0	0.0	0.0	4.345365047454834	137.20974612236023
0.19962558150291443	nan	0.0	0.0	0.0	0.3557243347167969	154.99373984336853
6.089468973612084	nan	0.0	0.0	0.0	34.218974351882935	167.08757209777832
0.1899837702512741	nan	0.0	0.0	0.0	4.653095245361328	171.740868806839
0.1954803317785263	nan	0.0	0.0	0.0	0.35573601722717285	189.52577424049377
6.269981222994187	nan	0.0	0.0	0.0	34.19739842414856	201.6203043460846
0.18727803230285645	nan	0.0	0.0	0.0	4.32952880859375	205.94944953918457
0.15553733706474304	nan	0.0	0.0	0.0	0.3554227352142334	223.7388870716095
6.447770004149746	nan	0.0	0.0	0.0	34.213295698165894	235.83717679977417
0.17651981115341187	nan	0.0	0.0	0.0	4.312755346298218	240.14928817749023
0.15907037258148193	nan	0.0	0.0	0.0	0.3558335304260254	257.94223403930664
6.611790268736727	nan	0.0	0.0	0.0	34.19915819168091	270.04014682769775
0.13479970395565033	nan	0.0	0.0	0.0	4.315183877944946	274.35503602027893
0.11319424957036972	nan	0.0	0.0	0.0	0.3560495376586914	292.15130257606506
6.7760402739048	nan	0.0	0.0	0.0	34.209707736968994	304.2534930706024
0.08961737900972366	nan	0.0	0.0	0.0	4.330156087875366	308.58371806144714
0.1255752295255661	nan	0.0	0.0	0.0	0.3556792736053467	326.3813691139221
6.941110581159592	nan	0.0	0.0	0.0	34.225205183029175	338.4826669692993
0.24253399670124054	nan	0.0	0.0	0.0	4.318275451660156	342.8003339767456
0.1436796486377716	nan	0.0	0.0	0.0	0.35599446296691895	360.61381340026855
7.104986842940836	nan	0.0	0.0	0.0	34.250187158584595	372.7362983226776
0.19626131653785706	nan	0.0	0.0	0.0	4.338575839996338	377.0743486881256
0.10491015762090683	nan	0.0	0.0	0.0	0.35634899139404297	394.90159463882446
7.262079885076074	nan	0.0	0.0	0.0	34.28806447982788	407.02819633483887
0.17601965367794037	nan	0.0	0.0	0.0	4.351214408874512	411.3789722919464
0.1901136338710785	nan	0.0	0.0	0.0	0.3567228317260742	429.2158873081207
7.410531536884168	nan	0.0	0.0	0.0	34.31281280517578	441.34461736679077
0.23143120110034943	nan	0.0	0.0	0.0	4.352323293685913	445.69626784324646
0.1773556023836136	nan	0.0	0.0	0.0	0.35704803466796875	463.5306227207184
7.558598243839601	nan	0.0	0.0	0.0	34.311931133270264	475.6601848602295
0.09482698142528534	nan	0.0	0.0	0.0	4.3253655433654785	479.9852182865143
0.16486668586730957	nan	0.0	0.0	0.0	0.3559689521789551	497.8146975040436
7.704414154501523	nan	0.0	0.0	0.0	34.279415130615234	509.94308948516846
0.10033290088176727	nan	0.0	0.0	0.0	4.324439525604248	514.2675907611847
0.07366911321878433	nan	0.0	0.0	0.0	0.35696983337402344	532.0996613502502
7.845110761155101	nan	0.0	0.0	0.0	34.28304433822632	544.2296686172485
0.13397596776485443	nan	0.0	0.0	0.0	4.327215194702148	548.5568873882294
0.11793506145477295	nan	0.0	0.0	0.0	0.35654449462890625	566.3941268920898
7.97707919469651	nan	0.0	0.0	0.0	34.29178500175476	578.5251221656799
0.13465926051139832	nan	0.0	0.0	0.0	4.323379993438721	582.8478593826294
0.16470003128051758	nan	0.0	0.0	0.0	0.35660839080810547	600.6851994991302
8.120193123554483	nan	0.0	0.0	0.0	34.2860312461853	612.8149561882019
0.1173979640007019	nan	0.0	0.0	0.0	4.323582649230957	617.1381185054779
0.13601301610469818	nan	0.0	0.0	0.0	0.35608935356140137	634.9726850986481
8.254234199182076	nan	0.0	0.0	0.0	34.28339219093323	647.1017854213715
0.14892646670341492	nan	0.0	0.0	0.0	4.351889133453369	651.4536621570587
0.09860922396183014	nan	0.0	0.0	0.0	0.3567931652069092	669.2927753925323
8.386401038310106	nan	0.0	0.0	0.0	34.320223331451416	681.4257028102875
0.12857946753501892	nan	0.0	0.0	0.0	4.351345062255859	685.776584148407
0.0811658650636673	nan	0.0	0.0	0.0	0.3565349578857422	703.6181137561798
8.511267326290117	nan	0.0	0.0	0.0	34.32052397727966	715.7498111724854
0.1342265009880066	nan	0.0	0.0	0.0	4.351391792297363	720.1009182929993
0.18988385796546936	nan	0.0	0.0	0.0	0.35614585876464844	737.942741394043
8.634588277734379	nan	0.0	0.0	0.0	34.325334548950195	750.0788300037384
0.08507832139730453	nan	0.0	0.0	0.0	4.353136777877808	754.4315900802612
0.20360298454761505	nan	0.0	0.0	0.0	0.3569493293762207	772.2728915214539
8.751126702787245	nan	0.0	0.0	0.0	34.32530236244202	784.4076845645905
