loss	acc	f1	prec	recl	time(s)	total time(s)
0.09582190215587616	nan	0.0	0.0	0.0	0.3189377784729004	0.32674455642700195
0.046343471854925156	nan	0.0	0.0	0.0	0.23541545867919922	8.86037564277649
0.007423843257129192	nan	0.0	0.0	0.0	0.1703321933746338	17.409152269363403
0.002360003301873803	nan	0.0	0.0	0.0	0.16992712020874023	26.451136350631714
0.042261671274900436	nan	0.0	0.0	0.0	0.1701962947845459	34.95315432548523
0.007747512310743332	nan	0.0	0.0	0.0	0.1708076000213623	43.456626653671265
0.05570202320814133	nan	0.0	0.0	0.0	0.16995477676391602	51.96313953399658
0.0021044621244072914	nan	0.0	0.0	0.0	0.17038393020629883	60.4684944152832
0.06563984602689743	nan	0.0	0.0	0.0	0.1700453758239746	68.97263932228088
0.008467243984341621	nan	0.0	0.0	0.0	0.1696913242340088	77.47861671447754
0.0720350369811058	nan	0.0	0.0	0.0	0.1702122688293457	85.98858904838562
0.00515932310372591	nan	0.0	0.0	0.0	0.17024803161621094	94.50811553001404
0.00882427953183651	nan	0.0	0.0	0.0	0.1700141429901123	103.02340888977051
0.00681141996756196	nan	0.0	0.0	0.0	0.1700899600982666	111.54456877708435
0.0015104111516848207	nan	0.0	0.0	0.0	0.17028379440307617	120.06523132324219
0.0021937962155789137	nan	0.0	0.0	0.0	0.1705620288848877	128.5872766971588
0.0008623211761005223	nan	0.0	0.0	0.0	0.17052769660949707	137.10909509658813
0.14556977152824402	nan	0.0	0.0	0.0	0.16997933387756348	145.63015913963318
0.006511120591312647	nan	0.0	0.0	0.0	0.17061305046081543	154.15342617034912
0.006735754199326038	nan	0.0	0.0	0.0	0.1700751781463623	162.67330312728882
0.0035235185641795397	nan	0.0	0.0	0.0	0.1701509952545166	171.19219613075256
0.01693466491997242	nan	0.0	0.0	0.0	0.17052984237670898	179.7847089767456
0.14324544370174408	nan	0.0	0.0	0.0	0.4584634304046631	188.60193300247192
0.006825555115938187	nan	0.0	0.0	0.0	0.1704423427581787	197.28407406806946
0.0005593033274635673	nan	0.0	0.0	0.0	0.1703789234161377	205.81009697914124
0.0020158514380455017	nan	0.0	0.0	0.0	0.17034435272216797	214.47297596931458
0.009551224298775196	nan	0.0	0.0	0.0	0.1705951690673828	223.27839374542236
0.0004385841602925211	nan	0.0	0.0	0.0	0.17101526260375977	231.8053698539734
0.0002655843272805214	nan	0.0	0.0	0.0	0.17018604278564453	240.3305640220642
0.0013514963211491704	nan	0.0	0.0	0.0	0.17027759552001953	248.8552529811859
0.0008008918957784772	nan	0.0	0.0	0.0	0.17037606239318848	257.3822855949402
0.013801828026771545	nan	0.0	0.0	0.0	0.17027521133422852	265.9117999076843
0.0019466595258563757	nan	0.0	0.0	0.0	0.17055177688598633	274.4422998428345
0.0038807187229394913	nan	0.0	0.0	0.0	0.17105793952941895	282.9760422706604
0.0021516133565455675	nan	0.0	0.0	0.0	0.17082548141479492	291.51095628738403
0.005620672833174467	nan	0.0	0.0	0.0	0.17052412033081055	300.0466375350952
0.13036735355854034	nan	0.0	0.0	0.0	0.17048144340515137	308.5815920829773
0.0013732004445046186	nan	0.0	0.0	0.0	0.17103910446166992	317.11890602111816
0.018907751888036728	nan	0.0	0.0	0.0	0.17056012153625488	325.6574914455414
0.0011536376550793648	nan	0.0	0.0	0.0	0.17079925537109375	334.19613695144653
0.013965587131679058	nan	0.0	0.0	0.0	0.17079591751098633	342.733766078949
0.00042521109571680427	nan	0.0	0.0	0.0	0.1710200309753418	351.27441573143005
0.00026987015735358	nan	0.0	0.0	0.0	0.17047357559204102	359.8154466152191
0.010504094883799553	nan	0.0	0.0	0.0	0.17098212242126465	368.3616485595703
0.00036143677425570786	nan	0.0	0.0	0.0	0.1708836555480957	376.90811133384705
0.0013414786662906408	nan	0.0	0.0	0.0	0.17032337188720703	385.4524314403534
0.07816994190216064	nan	0.0	0.0	0.0	0.1704998016357422	393.99769377708435
0.00023578628315590322	nan	0.0	0.0	0.0	0.17113256454467773	402.5460014343262
0.09450466930866241	nan	0.0	0.0	0.0	0.171065092086792	411.09420442581177
0.0017407170962542295	nan	0.0	0.0	0.0	0.17122244834899902	419.642431974411
0.0002558952255640179	nan	0.0	0.0	0.0	0.17038893699645996	428.19036960601807
0.000812665733974427	nan	0.0	0.0	0.0	0.17041850090026855	436.7384810447693
0.015101494267582893	nan	0.0	0.0	0.0	0.17106080055236816	445.2865266799927
0.000514924933668226	nan	0.0	0.0	0.0	0.17087602615356445	454.0307893753052
0.00559786893427372	nan	0.0	0.0	0.0	0.18183135986328125	462.70549392700195
0.012533639557659626	nan	0.0	0.0	0.0	0.17091727256774902	471.2910678386688
0.00026061449898406863	nan	0.0	0.0	0.0	0.17083287239074707	479.84006237983704
0.001167061971500516	nan	0.0	0.0	0.0	0.17034196853637695	488.39107036590576
0.04464355856180191	nan	0.0	0.0	0.0	0.17084860801696777	496.9418475627899
0.0006252158200368285	nan	0.0	0.0	0.0	0.17058348655700684	505.4902126789093
0.0002632345422171056	nan	0.0	0.0	0.0	0.20427465438842773	514.339536190033
0.0004770057857967913	nan	0.0	0.0	0.0	0.20176219940185547	524.9353404045105
0.0003591141721699387	nan	0.0	0.0	0.0	0.198516845703125	536.2328541278839
0.0030053765513002872	nan	0.0	0.0	0.0	0.21676135063171387	548.163304567337
0.002396773314103484	nan	0.0	0.0	0.0	0.17096972465515137	559.2222919464111
0.017132167964592226	nan	0.0	0.0	0.0	571.4469027519226	571.4497740268707
0.00017748851678334177	nan	0.0	0.0	0.0	2723.6720831394196	3295.1215739250183
0.001336053479462862	nan	0.0	0.0	0.0	0.5334038734436035	3321.4924454689026
0.00013822250184603035	nan	0.0	0.0	0.0	0.5270938873291016	3347.8752348423004
0.0002014260971918702	nan	0.0	0.0	0.0	0.5328233242034912	3374.2543272972107
0.00018178550817538053	nan	0.0	0.0	0.0	0.5268421173095703	3400.6243953704834
0.0006674100877717137	nan	0.0	0.0	0.0	0.5271177291870117	3426.9677765369415
0.000467673409730196	nan	0.0	0.0	0.0	0.5262131690979004	3453.3636815547943
0.0001448238326702267	nan	0.0	0.0	0.0	0.5303654670715332	3479.7104766368866
0.0005980288842692971	nan	0.0	0.0	0.0	0.5299904346466064	3506.0762462615967
0.019679035991430283	nan	0.0	0.0	0.0	0.5236032009124756	3532.420077562332
0.0003024230245500803	nan	0.0	0.0	0.0	0.5371448993682861	3558.7928762435913
0.02429877035319805	nan	0.0	0.0	0.0	0.5220181941986084	3585.1534519195557
0.0003043274045921862	nan	0.0	0.0	0.0	0.5385067462921143	3611.515373468399
0.06541688740253448	nan	0.0	0.0	0.0	0.5363938808441162	3638.089077949524
0.0015466936165466905	nan	0.0	0.0	0.0	0.5486435890197754	3664.9901604652405
0.00035352809936739504	nan	0.0	0.0	0.0	0.5442197322845459	3691.876383304596
0.0002070573391392827	nan	0.0	0.0	0.0	0.542194128036499	3718.764025449753
0.00020993666839785874	nan	0.0	0.0	0.0	0.5450868606567383	3745.690336227417
0.0017183503368869424	nan	0.0	0.0	0.0	0.5226716995239258	3772.5881276130676
0.0010263669537380338	nan	0.0	0.0	0.0	0.5362684726715088	3799.4835274219513
7.9075172834564e-05	nan	0.0	0.0	0.0	0.5355110168457031	3826.383315563202
0.0001428365067113191	nan	0.0	0.0	0.0	0.5270423889160156	3853.269014596939
0.023469144478440285	nan	0.0	0.0	0.0	0.544870138168335	3880.182946205139
0.0002694079594220966	nan	0.0	0.0	0.0	0.5331411361694336	3907.1058213710785
0.0001093255850719288	nan	0.0	0.0	0.0	0.5493736267089844	3934.028516292572
0.00016319271526299417	nan	0.0	0.0	0.0	0.5438475608825684	3960.9249351024628
0.0001566021965118125	nan	0.0	0.0	0.0	0.5372011661529541	3987.813230276108
0.00011500089021865278	nan	0.0	0.0	0.0	0.535938024520874	4014.702053785324
5.49198521184735e-05	nan	0.0	0.0	0.0	0.36150074005126953	4038.496733903885
5.179395157028921e-05	nan	0.0	0.0	0.0	0.3609461784362793	4056.7857432365417
9.110536484513432e-05	nan	0.0	0.0	0.0	0.3708944320678711	4075.0841937065125
0.001491423463448882	nan	0.0	0.0	0.0	0.3714406490325928	4093.3828415870667
0.0050804996863007545	nan	0.0	0.0	0.0	0.36893129348754883	4111.675098896027
0.0011242593172937632	nan	0.0	0.0	0.0	0.3606452941894531	4129.9777817726135
0.00022627082944381982	nan	0.0	0.0	0.0	0.36144280433654785	4148.2770318984985
0.02227853611111641	nan	0.0	0.0	0.0	0.36196208000183105	4166.565317869186
0.0008741960045881569	nan	0.0	0.0	0.0	0.3728194236755371	4184.874705076218
3.6422388802748173e-05	nan	0.0	0.0	0.0	0.36966514587402344	4203.16676402092
0.01896844618022442	nan	0.0	0.0	0.0	0.3608591556549072	4221.460852622986
0.0006271369056776166	nan	0.0	0.0	0.0	0.35939788818359375	4239.760486602783
0.00022792830714024603	nan	0.0	0.0	0.0	0.36104464530944824	4258.062127351761
0.0003992278652731329	nan	0.0	0.0	0.0	0.3713352680206299	4276.36661362648
0.0001355828280793503	nan	0.0	0.0	0.0	0.36923766136169434	4294.657984256744
0.00023835338652133942	nan	0.0	0.0	0.0	0.37082862854003906	4312.962595939636
0.0007158883381634951	nan	0.0	0.0	0.0	0.3587973117828369	4331.259487628937
0.0002230217942269519	nan	0.0	0.0	0.0	0.3585233688354492	4349.557554960251
0.0007121687522158027	nan	0.0	0.0	0.0	0.3622262477874756	4367.852952480316
0.00023933309421408921	nan	0.0	0.0	0.0	0.3733391761779785	4386.155556440353
0.0003033155226148665	nan	0.0	0.0	0.0	0.3686051368713379	4404.445937156677
7.054647721815854e-05	nan	0.0	0.0	0.0	0.35819292068481445	4422.736851930618
0.00641032075509429	nan	0.0	0.0	0.0	0.35959291458129883	4441.031930446625
0.001592300832271576	nan	0.0	0.0	0.0	0.36298346519470215	4459.336040258408
0.0048648761585354805	nan	0.0	0.0	0.0	0.3700122833251953	4477.639553308487
0.0024877467658370733	nan	0.0	0.0	0.0	0.3708186149597168	4495.931264162064
